이름,최대인원,침실,침대,욕실,가격,detail내용,위도,경도,geometry,지하철까지거리m,지하철역,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000버퍼,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑
"을지로 Chillin' inn(시티뷰/복층/파티룸/을지로4가/2,4,1,5호선 도보 5분)",4,1,2,1.0,93100,,37.565155,127.002608,POINT (956073.5703338907 1951871.0730338695),248.54058265062486,동대문역사문화공원역,17.46207738123516,베이튼호텔,"POLYGON ((956173.5703338907 1951871.0730338695, 956173.0888065579 1951861.2713198366, 956171.648861931 1951851.5640016678, 956169.264367464 1951842.044566144, 956165.9582871419 1951832.804690633, 956161.7624603256 1951823.9333601869, 956156.7172951209 1951815.5160105675, 956150.871379227 1951807.6337054532, 956144.2810120094 1951800.3623557508, 956137.0096623071 1951793.7719885332, 956129.1273571927 1951787.9260726392, 956120.7100075734 1951782.8809074347, 956111.8386771273 1951778.6850806184, 956102.5988016162 1951775.3790002964, 956093.0793660923 1951772.9945058292, 956083.3720479237 1951771.5545612022, 956073.5703338907 1951771.0730338695, 956063.7686198577 1951771.5545612022, 956054.0613016891 1951772.9945058292, 956044.5418661652 1951775.3790002964, 956035.3019906542 1951778.6850806184, 956026.4306602081 1951782.8809074347, 956018.0133105888 1951787.9260726392, 956010.1310054744 1951793.7719885332, 956002.8596557721 1951800.3623557508, 955996.2692885544 1951807.6337054532, 955990.4233726605 1951815.5160105675, 955985.3782074559 1951823.9333601869, 955981.1823806396 1951832.804690633, 955977.8763003175 1951842.044566144, 955975.4918058504 1951851.5640016678, 955974.0518612235 1951861.2713198366, 955973.5703338907 1951871.0730338695, 955974.0518612235 1951880.8747479024, 955975.4918058504 1951890.5820660712, 955977.8763003175 1951900.101501595, 955981.1823806396 1951909.341377106, 955985.3782074559 1951918.2127075521, 955990.4233726605 1951926.6300571715, 955996.2692885544 1951934.5123622857, 956002.8596557721 1951941.7837119882, 956010.1310054744 1951948.3740792058, 956018.0133105888 1951954.2199950998, 956026.4306602081 1951959.2651603043, 956035.3019906542 1951963.4609871206, 956044.5418661652 1951966.7670674426, 956054.0613016891 1951969.1515619098, 956063.7686198577 1951970.5915065368, 956073.5703338907 1951971.0730338695, 956083.3720479237 1951970.5915065368, 956093.0793660923 1951969.1515619098, 956102.5988016162 1951966.7670674426, 956111.8386771273 1951963.4609871206, 956120.7100075734 1951959.2651603043, 956129.1273571927 1951954.2199950998, 956137.0096623071 1951948.3740792058, 956144.2810120094 1951941.7837119882, 956150.871379227 1951934.5123622857, 956156.7172951209 1951926.6300571715, 956161.7624603256 1951918.2127075521, 956165.9582871419 1951909.341377106, 956169.264367464 1951900.101501595, 956171.648861931 1951890.5820660712, 956173.0888065579 1951880.8747479024, 956173.5703338907 1951871.0730338695))",4,0,0,1
WECOSTAY Myeongdong D_4,2,1,1,1.0,115000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((955726.1672348969 1951624.9292624877, 955725.6857075641 1951615.1275484548, 955724.2457629372 1951605.420230286, 955721.8612684702 1951595.9007947622, 955718.555188148 1951586.6609192512, 955714.3593613318 1951577.789588805, 955709.3141961271 1951569.3722391857, 955703.4682802332 1951561.4899340714, 955696.8779130155 1951554.218584369, 955689.6065633133 1951547.6282171514, 955681.7242581989 1951541.7823012574, 955673.3069085795 1951536.737136053, 955664.4355781334 1951532.5413092365, 955655.1957026224 1951529.2352289145, 955645.6762670985 1951526.8507344474, 955635.9689489299 1951525.4107898204, 955626.1672348969 1951524.9292624877, 955616.3655208639 1951525.4107898204, 955606.6582026953 1951526.8507344474, 955597.1387671714 1951529.2352289145, 955587.8988916604 1951532.5413092365, 955579.0275612143 1951536.737136053, 955570.610211595 1951541.7823012574, 955562.7279064805 1951547.6282171514, 955555.4565567783 1951554.218584369, 955548.8661895606 1951561.4899340714, 955543.0202736667 1951569.3722391857, 955537.975108462 1951577.789588805, 955533.7792816458 1951586.6609192512, 955530.4732013236 1951595.9007947622, 955528.0887068566 1951605.420230286, 955526.6487622297 1951615.1275484548, 955526.1672348969 1951624.9292624877, 955526.6487622297 1951634.7309765206, 955528.0887068566 1951644.4382946894, 955530.4732013236 1951653.9577302132, 955533.7792816458 1951663.1976057242, 955537.975108462 1951672.0689361703, 955543.0202736667 1951680.4862857896, 955548.8661895606 1951688.368590904, 955555.4565567783 1951695.6399406064, 955562.7279064805 1951702.230307824, 955570.610211595 1951708.076223718, 955579.0275612143 1951713.1213889224, 955587.8988916604 1951717.3172157388, 955597.1387671714 1951720.6232960608, 955606.6582026953 1951723.007790528, 955616.3655208639 1951724.447735155, 955626.1672348969 1951724.9292624877, 955635.9689489299 1951724.447735155, 955645.6762670985 1951723.007790528, 955655.1957026224 1951720.6232960608, 955664.4355781334 1951717.3172157388, 955673.3069085795 1951713.1213889224, 955681.7242581989 1951708.076223718, 955689.6065633133 1951702.230307824, 955696.8779130155 1951695.6399406064, 955703.4682802332 1951688.368590904, 955709.3141961271 1951680.4862857896, 955714.3593613318 1951672.0689361703, 955718.555188148 1951663.1976057242, 955721.8612684702 1951653.9577302132, 955724.2457629372 1951644.4382946894, 955725.6857075641 1951634.7309765206, 955726.1672348969 1951624.9292624877))",0,0,0,0
WECOSTAY Myeongdong B_8,2,1,1,1.0,105000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((955726.1672348969 1951624.9292624877, 955725.6857075641 1951615.1275484548, 955724.2457629372 1951605.420230286, 955721.8612684702 1951595.9007947622, 955718.555188148 1951586.6609192512, 955714.3593613318 1951577.789588805, 955709.3141961271 1951569.3722391857, 955703.4682802332 1951561.4899340714, 955696.8779130155 1951554.218584369, 955689.6065633133 1951547.6282171514, 955681.7242581989 1951541.7823012574, 955673.3069085795 1951536.737136053, 955664.4355781334 1951532.5413092365, 955655.1957026224 1951529.2352289145, 955645.6762670985 1951526.8507344474, 955635.9689489299 1951525.4107898204, 955626.1672348969 1951524.9292624877, 955616.3655208639 1951525.4107898204, 955606.6582026953 1951526.8507344474, 955597.1387671714 1951529.2352289145, 955587.8988916604 1951532.5413092365, 955579.0275612143 1951536.737136053, 955570.610211595 1951541.7823012574, 955562.7279064805 1951547.6282171514, 955555.4565567783 1951554.218584369, 955548.8661895606 1951561.4899340714, 955543.0202736667 1951569.3722391857, 955537.975108462 1951577.789588805, 955533.7792816458 1951586.6609192512, 955530.4732013236 1951595.9007947622, 955528.0887068566 1951605.420230286, 955526.6487622297 1951615.1275484548, 955526.1672348969 1951624.9292624877, 955526.6487622297 1951634.7309765206, 955528.0887068566 1951644.4382946894, 955530.4732013236 1951653.9577302132, 955533.7792816458 1951663.1976057242, 955537.975108462 1951672.0689361703, 955543.0202736667 1951680.4862857896, 955548.8661895606 1951688.368590904, 955555.4565567783 1951695.6399406064, 955562.7279064805 1951702.230307824, 955570.610211595 1951708.076223718, 955579.0275612143 1951713.1213889224, 955587.8988916604 1951717.3172157388, 955597.1387671714 1951720.6232960608, 955606.6582026953 1951723.007790528, 955616.3655208639 1951724.447735155, 955626.1672348969 1951724.9292624877, 955635.9689489299 1951724.447735155, 955645.6762670985 1951723.007790528, 955655.1957026224 1951720.6232960608, 955664.4355781334 1951717.3172157388, 955673.3069085795 1951713.1213889224, 955681.7242581989 1951708.076223718, 955689.6065633133 1951702.230307824, 955696.8779130155 1951695.6399406064, 955703.4682802332 1951688.368590904, 955709.3141961271 1951680.4862857896, 955714.3593613318 1951672.0689361703, 955718.555188148 1951663.1976057242, 955721.8612684702 1951653.9577302132, 955724.2457629372 1951644.4382946894, 955725.6857075641 1951634.7309765206, 955726.1672348969 1951624.9292624877))",0,0,0,0
"[쉼,] 진짜 쉼이 필요한 분을 위한. #충무로#힙지로#조명맛집",2,1,1,1.0,102000,"숙소 추정 가능(서울 중구 충무로 24 / 37.563406, 126.993403)",37.563406,126.993403,POINT (955259.5931039605 1951681.3726840417),227.13815779939594,충무로역,26.56424425610251,초동,"POLYGON ((955359.5931039605 1951681.3726840417, 955359.1115766277 1951671.5709700088, 955357.6716320008 1951661.86365184, 955355.2871375338 1951652.3442163162, 955351.9810572116 1951643.1043408052, 955347.7852303954 1951634.233010359, 955342.7400651907 1951625.8156607398, 955336.8941492968 1951617.9333556255, 955330.3037820791 1951610.662005923, 955323.0324323769 1951604.0716387054, 955315.1501272625 1951598.2257228114, 955306.7327776431 1951593.180557607, 955297.861447197 1951588.9847307906, 955288.621571686 1951585.6786504686, 955279.1021361621 1951583.2941560014, 955269.3948179935 1951581.8542113744, 955259.5931039605 1951581.3726840417, 955249.7913899275 1951581.8542113744, 955240.0840717589 1951583.2941560014, 955230.564636235 1951585.6786504686, 955221.324760724 1951588.9847307906, 955212.4534302779 1951593.180557607, 955204.0360806586 1951598.2257228114, 955196.1537755441 1951604.0716387054, 955188.8824258419 1951610.662005923, 955182.2920586242 1951617.9333556255, 955176.4461427303 1951625.8156607398, 955171.4009775256 1951634.233010359, 955167.2051507094 1951643.1043408052, 955163.8990703872 1951652.3442163162, 955161.5145759202 1951661.86365184, 955160.0746312933 1951671.5709700088, 955159.5931039605 1951681.3726840417, 955160.0746312933 1951691.1743980746, 955161.5145759202 1951700.8817162435, 955163.8990703872 1951710.4011517672, 955167.2051507094 1951719.6410272783, 955171.4009775256 1951728.5123577244, 955176.4461427303 1951736.9297073437, 955182.2920586242 1951744.812012458, 955188.8824258419 1951752.0833621605, 955196.1537755441 1951758.673729378, 955204.0360806586 1951764.519645272, 955212.4534302779 1951769.5648104765, 955221.324760724 1951773.7606372929, 955230.564636235 1951777.066717615, 955240.0840717589 1951779.451212082, 955249.7913899275 1951780.891156709, 955259.5931039605 1951781.3726840417, 955269.3948179935 1951780.891156709, 955279.1021361621 1951779.451212082, 955288.621571686 1951777.066717615, 955297.861447197 1951773.7606372929, 955306.7327776431 1951769.5648104765, 955315.1501272625 1951764.519645272, 955323.0324323769 1951758.673729378, 955330.3037820791 1951752.0833621605, 955336.8941492968 1951744.812012458, 955342.7400651907 1951736.9297073437, 955347.7852303954 1951728.5123577244, 955351.9810572116 1951719.6410272783, 955355.2871375338 1951710.4011517672, 955357.6716320008 1951700.8817162435, 955359.1115766277 1951691.1743980746, 955359.5931039605 1951681.3726840417))",0,0,0,0
WECOSTAY Myeongdong F_1,3,1,2,1.0,130000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((955726.1672348969 1951624.9292624877, 955725.6857075641 1951615.1275484548, 955724.2457629372 1951605.420230286, 955721.8612684702 1951595.9007947622, 955718.555188148 1951586.6609192512, 955714.3593613318 1951577.789588805, 955709.3141961271 1951569.3722391857, 955703.4682802332 1951561.4899340714, 955696.8779130155 1951554.218584369, 955689.6065633133 1951547.6282171514, 955681.7242581989 1951541.7823012574, 955673.3069085795 1951536.737136053, 955664.4355781334 1951532.5413092365, 955655.1957026224 1951529.2352289145, 955645.6762670985 1951526.8507344474, 955635.9689489299 1951525.4107898204, 955626.1672348969 1951524.9292624877, 955616.3655208639 1951525.4107898204, 955606.6582026953 1951526.8507344474, 955597.1387671714 1951529.2352289145, 955587.8988916604 1951532.5413092365, 955579.0275612143 1951536.737136053, 955570.610211595 1951541.7823012574, 955562.7279064805 1951547.6282171514, 955555.4565567783 1951554.218584369, 955548.8661895606 1951561.4899340714, 955543.0202736667 1951569.3722391857, 955537.975108462 1951577.789588805, 955533.7792816458 1951586.6609192512, 955530.4732013236 1951595.9007947622, 955528.0887068566 1951605.420230286, 955526.6487622297 1951615.1275484548, 955526.1672348969 1951624.9292624877, 955526.6487622297 1951634.7309765206, 955528.0887068566 1951644.4382946894, 955530.4732013236 1951653.9577302132, 955533.7792816458 1951663.1976057242, 955537.975108462 1951672.0689361703, 955543.0202736667 1951680.4862857896, 955548.8661895606 1951688.368590904, 955555.4565567783 1951695.6399406064, 955562.7279064805 1951702.230307824, 955570.610211595 1951708.076223718, 955579.0275612143 1951713.1213889224, 955587.8988916604 1951717.3172157388, 955597.1387671714 1951720.6232960608, 955606.6582026953 1951723.007790528, 955616.3655208639 1951724.447735155, 955626.1672348969 1951724.9292624877, 955635.9689489299 1951724.447735155, 955645.6762670985 1951723.007790528, 955655.1957026224 1951720.6232960608, 955664.4355781334 1951717.3172157388, 955673.3069085795 1951713.1213889224, 955681.7242581989 1951708.076223718, 955689.6065633133 1951702.230307824, 955696.8779130155 1951695.6399406064, 955703.4682802332 1951688.368590904, 955709.3141961271 1951680.4862857896, 955714.3593613318 1951672.0689361703, 955718.555188148 1951663.1976057242, 955721.8612684702 1951653.9577302132, 955724.2457629372 1951644.4382946894, 955725.6857075641 1951634.7309765206, 955726.1672348969 1951624.9292624877))",0,0,0,0
"[쉼,]남산뷰 고층숙소",2,1,1,1.0,108000,,37.563406,126.993403,POINT (955259.5931039605 1951681.3726840417),227.13815779939594,충무로역,26.56424425610251,초동,"POLYGON ((955359.5931039605 1951681.3726840417, 955359.1115766277 1951671.5709700088, 955357.6716320008 1951661.86365184, 955355.2871375338 1951652.3442163162, 955351.9810572116 1951643.1043408052, 955347.7852303954 1951634.233010359, 955342.7400651907 1951625.8156607398, 955336.8941492968 1951617.9333556255, 955330.3037820791 1951610.662005923, 955323.0324323769 1951604.0716387054, 955315.1501272625 1951598.2257228114, 955306.7327776431 1951593.180557607, 955297.861447197 1951588.9847307906, 955288.621571686 1951585.6786504686, 955279.1021361621 1951583.2941560014, 955269.3948179935 1951581.8542113744, 955259.5931039605 1951581.3726840417, 955249.7913899275 1951581.8542113744, 955240.0840717589 1951583.2941560014, 955230.564636235 1951585.6786504686, 955221.324760724 1951588.9847307906, 955212.4534302779 1951593.180557607, 955204.0360806586 1951598.2257228114, 955196.1537755441 1951604.0716387054, 955188.8824258419 1951610.662005923, 955182.2920586242 1951617.9333556255, 955176.4461427303 1951625.8156607398, 955171.4009775256 1951634.233010359, 955167.2051507094 1951643.1043408052, 955163.8990703872 1951652.3442163162, 955161.5145759202 1951661.86365184, 955160.0746312933 1951671.5709700088, 955159.5931039605 1951681.3726840417, 955160.0746312933 1951691.1743980746, 955161.5145759202 1951700.8817162435, 955163.8990703872 1951710.4011517672, 955167.2051507094 1951719.6410272783, 955171.4009775256 1951728.5123577244, 955176.4461427303 1951736.9297073437, 955182.2920586242 1951744.812012458, 955188.8824258419 1951752.0833621605, 955196.1537755441 1951758.673729378, 955204.0360806586 1951764.519645272, 955212.4534302779 1951769.5648104765, 955221.324760724 1951773.7606372929, 955230.564636235 1951777.066717615, 955240.0840717589 1951779.451212082, 955249.7913899275 1951780.891156709, 955259.5931039605 1951781.3726840417, 955269.3948179935 1951780.891156709, 955279.1021361621 1951779.451212082, 955288.621571686 1951777.066717615, 955297.861447197 1951773.7606372929, 955306.7327776431 1951769.5648104765, 955315.1501272625 1951764.519645272, 955323.0324323769 1951758.673729378, 955330.3037820791 1951752.0833621605, 955336.8941492968 1951744.812012458, 955342.7400651907 1951736.9297073437, 955347.7852303954 1951728.5123577244, 955351.9810572116 1951719.6410272783, 955355.2871375338 1951710.4011517672, 955357.6716320008 1951700.8817162435, 955359.1115766277 1951691.1743980746, 955359.5931039605 1951681.3726840417))",0,0,0,0
WECOSTAY Myeongdong D_3,2,1,1,1.0,115000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((955726.1672348969 1951624.9292624877, 955725.6857075641 1951615.1275484548, 955724.2457629372 1951605.420230286, 955721.8612684702 1951595.9007947622, 955718.555188148 1951586.6609192512, 955714.3593613318 1951577.789588805, 955709.3141961271 1951569.3722391857, 955703.4682802332 1951561.4899340714, 955696.8779130155 1951554.218584369, 955689.6065633133 1951547.6282171514, 955681.7242581989 1951541.7823012574, 955673.3069085795 1951536.737136053, 955664.4355781334 1951532.5413092365, 955655.1957026224 1951529.2352289145, 955645.6762670985 1951526.8507344474, 955635.9689489299 1951525.4107898204, 955626.1672348969 1951524.9292624877, 955616.3655208639 1951525.4107898204, 955606.6582026953 1951526.8507344474, 955597.1387671714 1951529.2352289145, 955587.8988916604 1951532.5413092365, 955579.0275612143 1951536.737136053, 955570.610211595 1951541.7823012574, 955562.7279064805 1951547.6282171514, 955555.4565567783 1951554.218584369, 955548.8661895606 1951561.4899340714, 955543.0202736667 1951569.3722391857, 955537.975108462 1951577.789588805, 955533.7792816458 1951586.6609192512, 955530.4732013236 1951595.9007947622, 955528.0887068566 1951605.420230286, 955526.6487622297 1951615.1275484548, 955526.1672348969 1951624.9292624877, 955526.6487622297 1951634.7309765206, 955528.0887068566 1951644.4382946894, 955530.4732013236 1951653.9577302132, 955533.7792816458 1951663.1976057242, 955537.975108462 1951672.0689361703, 955543.0202736667 1951680.4862857896, 955548.8661895606 1951688.368590904, 955555.4565567783 1951695.6399406064, 955562.7279064805 1951702.230307824, 955570.610211595 1951708.076223718, 955579.0275612143 1951713.1213889224, 955587.8988916604 1951717.3172157388, 955597.1387671714 1951720.6232960608, 955606.6582026953 1951723.007790528, 955616.3655208639 1951724.447735155, 955626.1672348969 1951724.9292624877, 955635.9689489299 1951724.447735155, 955645.6762670985 1951723.007790528, 955655.1957026224 1951720.6232960608, 955664.4355781334 1951717.3172157388, 955673.3069085795 1951713.1213889224, 955681.7242581989 1951708.076223718, 955689.6065633133 1951702.230307824, 955696.8779130155 1951695.6399406064, 955703.4682802332 1951688.368590904, 955709.3141961271 1951680.4862857896, 955714.3593613318 1951672.0689361703, 955718.555188148 1951663.1976057242, 955721.8612684702 1951653.9577302132, 955724.2457629372 1951644.4382946894, 955725.6857075641 1951634.7309765206, 955726.1672348969 1951624.9292624877))",0,0,0,0
"[쉼,]야경맛집 자연채광 넷플릭스 분위기맛집",2,1,1,1.0,113000,,37.563406,126.993403,POINT (955259.5931039605 1951681.3726840417),227.13815779939594,충무로역,26.56424425610251,초동,"POLYGON ((955359.5931039605 1951681.3726840417, 955359.1115766277 1951671.5709700088, 955357.6716320008 1951661.86365184, 955355.2871375338 1951652.3442163162, 955351.9810572116 1951643.1043408052, 955347.7852303954 1951634.233010359, 955342.7400651907 1951625.8156607398, 955336.8941492968 1951617.9333556255, 955330.3037820791 1951610.662005923, 955323.0324323769 1951604.0716387054, 955315.1501272625 1951598.2257228114, 955306.7327776431 1951593.180557607, 955297.861447197 1951588.9847307906, 955288.621571686 1951585.6786504686, 955279.1021361621 1951583.2941560014, 955269.3948179935 1951581.8542113744, 955259.5931039605 1951581.3726840417, 955249.7913899275 1951581.8542113744, 955240.0840717589 1951583.2941560014, 955230.564636235 1951585.6786504686, 955221.324760724 1951588.9847307906, 955212.4534302779 1951593.180557607, 955204.0360806586 1951598.2257228114, 955196.1537755441 1951604.0716387054, 955188.8824258419 1951610.662005923, 955182.2920586242 1951617.9333556255, 955176.4461427303 1951625.8156607398, 955171.4009775256 1951634.233010359, 955167.2051507094 1951643.1043408052, 955163.8990703872 1951652.3442163162, 955161.5145759202 1951661.86365184, 955160.0746312933 1951671.5709700088, 955159.5931039605 1951681.3726840417, 955160.0746312933 1951691.1743980746, 955161.5145759202 1951700.8817162435, 955163.8990703872 1951710.4011517672, 955167.2051507094 1951719.6410272783, 955171.4009775256 1951728.5123577244, 955176.4461427303 1951736.9297073437, 955182.2920586242 1951744.812012458, 955188.8824258419 1951752.0833621605, 955196.1537755441 1951758.673729378, 955204.0360806586 1951764.519645272, 955212.4534302779 1951769.5648104765, 955221.324760724 1951773.7606372929, 955230.564636235 1951777.066717615, 955240.0840717589 1951779.451212082, 955249.7913899275 1951780.891156709, 955259.5931039605 1951781.3726840417, 955269.3948179935 1951780.891156709, 955279.1021361621 1951779.451212082, 955288.621571686 1951777.066717615, 955297.861447197 1951773.7606372929, 955306.7327776431 1951769.5648104765, 955315.1501272625 1951764.519645272, 955323.0324323769 1951758.673729378, 955330.3037820791 1951752.0833621605, 955336.8941492968 1951744.812012458, 955342.7400651907 1951736.9297073437, 955347.7852303954 1951728.5123577244, 955351.9810572116 1951719.6410272783, 955355.2871375338 1951710.4011517672, 955357.6716320008 1951700.8817162435, 955359.1115766277 1951691.1743980746, 955359.5931039605 1951681.3726840417))",0,0,0,0
"♥명동역3분♥ 아늑하고 편안한 모임 +감성유닛 T1 (방역완료, 소독ing)",4,1,2,1.0,120000,,37.561544,126.984023,POINT (954430.0530773147 1951479.2999356498),212.51219410201335,명동역,83.22310488682201,퇴계로2가.명동역,"POLYGON ((954530.0530773147 1951479.2999356498, 954529.571549982 1951469.498221617, 954528.1316053551 1951459.7909034481, 954525.747110888 1951450.2714679244, 954522.4410305659 1951441.0315924133, 954518.2452037496 1951432.1602619672, 954513.200038545 1951423.742912348, 954507.354122651 1951415.8606072336, 954500.7637554334 1951408.589257531, 954493.4924057311 1951401.9988903136, 954485.6101006167 1951396.1529744195, 954477.1927509974 1951391.107809215, 954468.3214205513 1951386.9119823987, 954459.0815450402 1951383.6059020767, 954449.5621095164 1951381.2214076095, 954439.8547913478 1951379.7814629825, 954430.0530773147 1951379.2999356498, 954420.2513632817 1951379.7814629825, 954410.5440451131 1951381.2214076095, 954401.0246095893 1951383.6059020767, 954391.7847340782 1951386.9119823987, 954382.9134036321 1951391.107809215, 954374.4960540128 1951396.1529744195, 954366.6137488984 1951401.9988903136, 954359.3423991961 1951408.589257531, 954352.7520319785 1951415.8606072336, 954346.9061160845 1951423.742912348, 954341.8609508799 1951432.1602619672, 954337.6651240636 1951441.0315924133, 954334.3590437415 1951450.2714679244, 954331.9745492744 1951459.7909034481, 954330.5346046475 1951469.498221617, 954330.0530773147 1951479.2999356498, 954330.5346046475 1951489.1016496827, 954331.9745492744 1951498.8089678516, 954334.3590437415 1951508.3284033753, 954337.6651240636 1951517.5682788864, 954341.8609508799 1951526.4396093325, 954346.9061160845 1951534.8569589518, 954352.7520319785 1951542.739264066, 954359.3423991961 1951550.0106137686, 954366.6137488984 1951556.6009809861, 954374.4960540128 1951562.4468968802, 954382.9134036321 1951567.4920620846, 954391.7847340782 1951571.687888901, 954401.0246095893 1951574.993969223, 954410.5440451131 1951577.3784636902, 954420.2513632817 1951578.8184083172, 954430.0530773147 1951579.2999356498, 954439.8547913478 1951578.8184083172, 954449.5621095164 1951577.3784636902, 954459.0815450402 1951574.993969223, 954468.3214205513 1951571.687888901, 954477.1927509974 1951567.4920620846, 954485.6101006167 1951562.4468968802, 954493.4924057311 1951556.6009809861, 954500.7637554334 1951550.0106137686, 954507.354122651 1951542.739264066, 954513.200038545 1951534.8569589518, 954518.2452037496 1951526.4396093325, 954522.4410305659 1951517.5682788864, 954525.747110888 1951508.3284033753, 954528.1316053551 1951498.8089678516, 954529.571549982 1951489.1016496827, 954530.0530773147 1951479.2999356498))",8,1,0,1
wecostay myeongdong E_2,2,1,1,1.0,105000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((955726.1672348969 1951624.9292624877, 955725.6857075641 1951615.1275484548, 955724.2457629372 1951605.420230286, 955721.8612684702 1951595.9007947622, 955718.555188148 1951586.6609192512, 955714.3593613318 1951577.789588805, 955709.3141961271 1951569.3722391857, 955703.4682802332 1951561.4899340714, 955696.8779130155 1951554.218584369, 955689.6065633133 1951547.6282171514, 955681.7242581989 1951541.7823012574, 955673.3069085795 1951536.737136053, 955664.4355781334 1951532.5413092365, 955655.1957026224 1951529.2352289145, 955645.6762670985 1951526.8507344474, 955635.9689489299 1951525.4107898204, 955626.1672348969 1951524.9292624877, 955616.3655208639 1951525.4107898204, 955606.6582026953 1951526.8507344474, 955597.1387671714 1951529.2352289145, 955587.8988916604 1951532.5413092365, 955579.0275612143 1951536.737136053, 955570.610211595 1951541.7823012574, 955562.7279064805 1951547.6282171514, 955555.4565567783 1951554.218584369, 955548.8661895606 1951561.4899340714, 955543.0202736667 1951569.3722391857, 955537.975108462 1951577.789588805, 955533.7792816458 1951586.6609192512, 955530.4732013236 1951595.9007947622, 955528.0887068566 1951605.420230286, 955526.6487622297 1951615.1275484548, 955526.1672348969 1951624.9292624877, 955526.6487622297 1951634.7309765206, 955528.0887068566 1951644.4382946894, 955530.4732013236 1951653.9577302132, 955533.7792816458 1951663.1976057242, 955537.975108462 1951672.0689361703, 955543.0202736667 1951680.4862857896, 955548.8661895606 1951688.368590904, 955555.4565567783 1951695.6399406064, 955562.7279064805 1951702.230307824, 955570.610211595 1951708.076223718, 955579.0275612143 1951713.1213889224, 955587.8988916604 1951717.3172157388, 955597.1387671714 1951720.6232960608, 955606.6582026953 1951723.007790528, 955616.3655208639 1951724.447735155, 955626.1672348969 1951724.9292624877, 955635.9689489299 1951724.447735155, 955645.6762670985 1951723.007790528, 955655.1957026224 1951720.6232960608, 955664.4355781334 1951717.3172157388, 955673.3069085795 1951713.1213889224, 955681.7242581989 1951708.076223718, 955689.6065633133 1951702.230307824, 955696.8779130155 1951695.6399406064, 955703.4682802332 1951688.368590904, 955709.3141961271 1951680.4862857896, 955714.3593613318 1951672.0689361703, 955718.555188148 1951663.1976057242, 955721.8612684702 1951653.9577302132, 955724.2457629372 1951644.4382946894, 955725.6857075641 1951634.7309765206, 955726.1672348969 1951624.9292624877))",0,0,0,0
